Date,Open,High,Low,Close,Adj Close,Volume
2011-01-03,73.720001,74.790001,73.639999,74.550003,48.346905,23320700
2011-01-04,74.709999,74.949997,74.419998,74.900002,48.573914,20028500
2011-01-05,74.669998,74.870003,74.139999,74.699997,48.444191,16550800
2011-01-06,74.900002,75.430000,74.669998,75.180000,48.755478,22525300
2011-01-07,75.209999,75.900002,75.089996,75.589996,49.021370,19297700
2011-01-10,75.129997,75.269997,74.580002,75.129997,48.723045,20766400
2011-01-11,75.019997,75.860001,75.019997,75.690002,49.086220,15805400
2011-01-12,75.940002,76.620003,75.669998,76.580002,49.663410,17363000
2011-01-13,76.650002,76.820000,75.980003,76.709999,49.747704,20438100
2011-01-14,76.669998,78.000000,76.500000,77.839996,50.480545,23478700
2011-01-18,77.790001,78.849998,77.720001,78.709999,51.044750,23883600
2011-01-19,78.629997,78.930000,78.129997,78.239998,50.739937,21844100
2011-01-20,77.980003,78.160004,76.769997,77.750000,50.422153,29121600
2011-01-21,78.209999,79.099998,78.059998,78.980003,51.219849,25084400
2011-01-24,78.849998,79.180000,78.089996,78.589996,50.966923,24871600
2011-01-25,78.220001,78.989998,77.930000,78.680000,51.025307,21626300
2011-01-26,78.709999,79.860001,78.489998,79.660004,51.660835,25555400
2011-01-27,79.839996,79.980003,79.339996,79.879997,51.803516,17003500
2011-01-28,79.779999,79.889999,78.870003,78.989998,51.226334,26300600
2011-01-31,79.919998,80.820000,79.010002,80.680000,52.322304,34514400
2011-02-01,81.139999,83.959999,81.040001,83.910004,54.417038,40829600
2011-02-02,83.589996,83.980003,83.260002,83.410004,54.092762,18176900
2011-02-03,83.059998,83.550003,82.459999,83.440002,54.112221,19647700
2011-02-04,83.250000,83.519997,82.849998,83.279999,54.008430,16558300
2011-02-07,83.449997,84.000000,83.360001,83.930000,54.430004,15304300
2011-02-08,83.500000,83.650002,82.639999,82.980003,54.097515,17463500
2011-02-09,82.440002,82.779999,81.769997,82.550003,53.817173,15890900
2011-02-10,81.680000,83.309998,81.610001,83.199997,54.240944,21050500
2011-02-11,82.230003,83.410004,82.230003,82.820000,53.993202,15993500
2011-02-14,82.070000,85.110001,81.889999,84.910004,55.355751,33108300
2011-02-15,84.790001,84.889999,82.669998,82.970001,54.091015,25684600
2011-02-16,83.059998,83.860001,82.860001,83.690002,54.560402,16673500
2011-02-17,83.970001,83.970001,83.050003,83.879997,54.684250,17853500
2011-02-18,83.910004,84.500000,83.500000,84.500000,55.088474,22839500
2011-02-22,84.970001,86.699997,84.730003,85.440002,55.701279,32580400
2011-02-23,86.000000,88.230003,85.470001,87.070000,56.763931,38624600
2011-02-24,87.199997,87.529999,85.459999,85.970001,56.046806,28577100
2011-02-25,85.790001,86.239998,85.290001,85.339996,55.636074,22230300
2011-02-28,85.870003,86.559998,85.489998,85.529999,55.759937,24507000
2011-03-01,86.410004,86.500000,84.699997,84.800003,55.284035,23001800
2011-03-02,84.589996,85.320000,83.550003,85.080002,55.466583,17423600
2011-03-03,85.459999,85.949997,85.050003,85.820000,55.949017,17153500
2011-03-04,85.919998,86.000000,84.699997,85.080002,55.466583,20028600
2011-03-07,85.839996,86.080002,84.690002,84.720001,55.231884,18062700
2011-03-08,84.599998,85.110001,83.750000,84.599998,55.153648,17658200
2011-03-09,84.120003,84.550003,83.559998,84.379997,55.010208,13306600
2011-03-10,83.800003,83.800003,81.199997,81.379997,53.054417,25996300
2011-03-11,81.019997,82.910004,80.099998,82.120003,53.536854,17607100
2011-03-14,81.669998,82.639999,81.459999,82.379997,53.706371,16383200
2011-03-15,80.169998,82.089996,79.750000,81.389999,53.060932,23191300
2011-03-16,81.230003,81.809998,78.800003,79.309998,51.704914,33396500
2011-03-17,80.379997,81.500000,80.230003,81.160004,52.911011,21941300
2011-03-18,81.769997,82.330002,80.849998,80.849998,52.708900,28895900
2011-03-21,81.870003,83.330002,81.860001,82.839996,54.006256,18207000
2011-03-22,83.099998,83.230003,82.330002,82.559998,53.823708,16209700
2011-03-23,82.650002,83.000000,82.000000,82.599998,53.849785,15390600
2011-03-24,82.779999,83.470001,82.550003,82.730003,53.934544,17009000
2011-03-25,82.989998,83.930000,82.820000,83.620003,54.514767,16497300
2011-03-28,83.860001,84.010002,83.449997,83.470001,54.416969,14608200
2011-03-29,83.160004,83.889999,82.610001,83.250000,54.273537,16277400
2011-03-30,83.800003,84.860001,83.510002,84.489998,55.081944,15770400
2011-03-31,84.820000,84.940002,84.110001,84.129997,54.847248,15317800
2011-04-01,84.720001,84.839996,84.169998,84.680000,55.205822,15531500
2011-04-04,84.260002,84.930000,84.070000,84.870003,55.329678,13096100
2011-04-05,84.680000,85.940002,84.559998,85.419998,55.688236,17122600
2011-04-06,85.730003,85.889999,84.959999,85.180000,55.531788,13339700
2011-04-07,85.160004,85.790001,84.910004,85.760002,55.909901,16006700
2011-04-08,86.000000,86.220001,85.360001,85.949997,56.033775,15943200
2011-04-11,85.949997,86.150002,84.779999,85.160004,55.518726,13026500
2011-04-12,84.239998,84.250000,82.669998,83.180000,54.227909,20728800
2011-04-13,83.580002,83.949997,82.559998,83.160004,54.214867,14489400
2011-04-14,82.379997,83.839996,82.379997,83.440002,54.397404,15717500
2011-04-15,83.800003,84.470001,83.360001,84.290001,54.951546,17022500
2011-04-18,83.110001,84.000000,82.440002,83.099998,54.175762,15107300
2011-04-19,82.970001,83.989998,82.970001,83.800003,54.632095,12770800
2011-04-20,85.050003,85.680000,84.870003,85.650002,55.838196,15447600
2011-04-21,85.769997,86.430000,85.559998,86.360001,56.301067,12797200
2011-04-25,86.290001,86.500000,85.889999,86.220001,56.209774,9852800
2011-04-26,86.430000,87.480003,86.260002,87.419998,56.992096,17908800
2011-04-27,87.480003,87.900002,86.290001,87.779999,57.226799,17755800
2011-04-28,87.029999,87.500000,86.529999,87.339996,56.939949,18705300
2011-04-29,87.430000,88.000000,87.029999,87.980003,57.357182,17352300
2011-05-02,88.099998,88.129997,86.470001,86.970001,56.698730,18651200
2011-05-03,86.589996,86.779999,85.040001,85.620003,55.818607,18417100
2011-05-04,85.190002,85.599998,83.910004,84.809998,55.290543,22867000
2011-05-05,83.519997,83.989998,81.589996,82.620003,53.862823,27491200
2011-05-06,83.269997,84.099998,81.849998,82.690002,53.908451,26314700
2011-05-09,83.010002,83.720001,82.160004,83.180000,54.227909,18254600
2011-05-10,83.080002,83.760002,82.500000,83.339996,54.332199,17695700
2011-05-11,82.510002,82.690002,80.440002,81.120003,53.184868,24192000
2011-05-12,80.620003,81.589996,79.419998,81.050003,53.138962,21853600
2011-05-13,81.290001,81.769997,80.220001,80.870003,53.020958,17628500
2011-05-16,80.220001,81.269997,80.120003,80.239998,52.607887,16435100
2011-05-17,79.989998,80.790001,79.599998,80.410004,52.719360,18067800
2011-05-18,80.879997,82.269997,80.430000,81.739998,53.591347,17957000
2011-05-19,82.269997,82.580002,81.339996,82.330002,53.978180,15229100
2011-05-20,81.980003,82.250000,80.900002,81.570000,53.479893,19003400
2011-05-23,80.220001,81.010002,80.070000,80.669998,52.889832,16288500
2011-05-24,81.050003,82.120003,80.940002,81.290001,53.296307,15687300
2011-05-25,80.970001,82.529999,80.839996,81.959999,53.735596,19347200
2011-05-26,81.599998,82.570000,81.190002,82.389999,54.017487,16873700
2011-05-27,82.739998,83.129997,82.150002,82.629997,54.174854,11949100
2011-05-31,83.279999,83.750000,82.720001,83.470001,54.725590,23630700
2011-06-01,83.550003,83.650002,81.760002,82.029999,53.781475,19550200
2011-06-02,81.769997,82.320000,80.650002,81.330002,53.322548,18152600
2011-06-03,80.239998,81.790001,80.180000,81.180000,53.224182,17281200
2011-06-06,80.930000,81.190002,80.080002,80.290001,52.640690,15954300
2011-06-07,80.610001,81.089996,79.970001,80.000000,52.450535,16188100
2011-06-08,80.610001,81.870003,80.519997,80.760002,52.948849,23567300
2011-06-09,81.239998,81.680000,80.959999,81.180000,53.224182,17665100
2011-06-10,80.949997,80.949997,79.720001,79.779999,52.306316,18965900
2011-06-13,80.000000,80.599998,78.839996,79.230003,51.945717,17854200
2011-06-14,80.050003,80.820000,79.940002,80.379997,52.699688,16443400
2011-06-15,79.529999,79.889999,78.370003,78.660004,51.572014,21713900
2011-06-16,78.589996,79.510002,78.330002,79.220001,51.939163,19037500
2011-06-17,79.849998,79.949997,78.690002,79.019997,51.808014,25441200
2011-06-20,78.650002,79.949997,78.620003,79.709999,52.260414,15836400
2011-06-21,80.230003,81.120003,80.010002,80.570000,52.824280,17897300
2011-06-22,80.160004,80.669998,79.570000,79.820000,52.332546,18599700
2011-06-23,78.739998,78.750000,77.230003,78.440002,51.427757,30032800
2011-06-24,78.550003,78.629997,76.779999,76.779999,50.339417,36292700
2011-06-27,76.879997,78.480003,76.720001,77.919998,51.086838,20606900
2011-06-28,78.570000,79.660004,78.379997,79.629997,52.207951,18421500
2011-06-29,79.849998,80.500000,79.220001,80.250000,52.614456,18899900
2011-06-30,80.389999,81.410004,80.269997,81.379997,53.355335,19942100
2011-07-01,81.190002,82.089996,80.589996,82.010002,53.768379,18050100
2011-07-05,81.300003,82.120003,81.260002,81.599998,53.499546,18859600
2011-07-06,81.400002,81.660004,80.849998,81.570000,53.479893,15042600
2011-07-07,82.269997,82.599998,81.870003,82.360001,53.997845,18379200
2011-07-08,81.580002,82.529999,81.459999,82.419998,54.037167,18336500
2011-07-11,81.300003,82.110001,81.120003,81.900002,53.696259,20717000
2011-07-12,81.510002,83.010002,81.500000,81.889999,53.689705,22639600
2011-07-13,82.269997,83.459999,82.080002,82.480003,54.076527,19015100
2011-07-14,83.050003,83.110001,82.089996,82.239998,53.919178,19413200
2011-07-15,82.419998,83.089996,82.260002,83.000000,54.417442,22705100
2011-07-18,82.290001,82.849998,82.080002,82.650002,54.187969,17343500
2011-07-19,82.900002,83.760002,82.800003,83.629997,54.830498,16424900
2011-07-20,83.839996,83.889999,83.169998,83.300003,54.614132,12808400
2011-07-21,83.860001,85.239998,83.750000,85.019997,55.741821,21359700
2011-07-22,85.199997,85.410004,84.540001,85.220001,55.872948,13152600
2011-07-25,84.199997,85.129997,84.199997,84.570000,55.446785,14007600
2011-07-26,84.669998,85.099998,84.040001,84.370003,55.315678,16226700
2011-07-27,83.790001,84.250000,83.239998,83.309998,54.620693,19820600
2011-07-28,81.739998,82.449997,81.150002,81.459999,53.407780,24556600
2011-07-29,80.790001,80.879997,79.760002,79.790001,52.312870,26609000
2011-08-01,80.820000,81.180000,78.739998,79.599998,52.188301,22864500
2011-08-02,78.900002,79.610001,77.820000,77.839996,51.034393,28410500
2011-08-03,77.940002,78.099998,76.459999,77.720001,50.955692,28373000
2011-08-04,76.680000,77.129997,73.510002,73.839996,48.411861,42624200
2011-08-05,75.010002,75.790001,72.070000,74.820000,49.054379,47167500
2011-08-08,72.739998,73.440002,69.900002,70.190002,46.018799,58857600
2011-08-09,70.790001,71.870003,67.029999,71.639999,46.969456,61753300
2011-08-10,70.739998,70.989998,67.459999,68.029999,44.897179,47758300
2011-08-11,68.809998,72.400002,68.629997,71.580002,47.240040,50328600
2011-08-12,72.360001,73.099998,71.599998,72.000000,47.517227,31129000
2011-08-15,73.040001,74.379997,72.750000,74.290001,49.028545,23388200
2011-08-16,73.349998,74.339996,72.830002,73.500000,48.507172,26341400
2011-08-17,74.290001,74.750000,73.500000,74.160004,48.942749,18269400
2011-08-18,72.410004,72.790001,70.209999,70.940002,46.817680,35457700
2011-08-19,70.070000,71.980003,69.669998,69.800003,46.065327,34935300
2011-08-22,72.150002,72.160004,69.580002,70.180000,46.316093,27202900
2011-08-23,70.599998,73.800003,70.519997,73.660004,48.612782,38059600
2011-08-24,72.959999,73.860001,72.269997,73.540001,48.533581,22752900
2011-08-25,73.639999,73.919998,71.269997,71.769997,47.365440,30924500
2011-08-26,70.879997,73.000000,70.209999,72.639999,47.939617,26974400
2011-08-29,73.330002,74.220001,72.980003,74.120003,48.916359,18967100
2011-08-30,73.589996,74.400002,72.970001,73.910004,48.777752,22437000
2011-08-31,74.360001,74.870003,73.339996,74.019997,48.850353,29189000
2011-09-01,74.150002,74.860001,73.449997,73.489998,48.500576,23393500
2011-09-02,72.110001,72.690002,71.500000,72.139999,47.609634,21071800
2011-09-06,70.139999,71.320000,69.910004,71.150002,46.956276,25416300
2011-09-07,72.239998,73.650002,71.750000,73.650002,48.606178,23108400
2011-09-08,73.389999,74.339996,72.540001,72.820000,48.058407,22434800
2011-09-09,72.169998,72.570000,70.589996,71.010002,46.863869,27969100
2011-09-12,70.339996,71.889999,69.870003,71.839996,47.411640,26205800
2011-09-13,71.760002,71.980003,70.809998,71.650002,47.286251,22825400
2011-09-14,71.959999,73.760002,71.160004,72.639999,47.939617,26042800
2011-09-15,73.430000,74.059998,72.680000,74.010002,48.843773,21858300
2011-09-16,74.519997,74.750000,73.570000,74.550003,49.200142,34652600
2011-09-19,72.910004,74.099998,72.500000,73.699997,48.639175,19822500
2011-09-20,73.870003,74.980003,73.440002,74.010002,48.843773,20420000
2011-09-21,73.879997,74.290001,71.830002,71.970001,47.497448,23806200
2011-09-22,69.940002,70.459999,68.169998,69.239998,45.695751,43223000
2011-09-23,68.459999,70.110001,67.930000,69.309998,45.741936,26583200
2011-09-26,70.010002,71.889999,69.500000,71.720001,47.332443,30342400
2011-09-27,73.330002,74.339996,72.419998,72.910004,48.117809,26689900
2011-09-28,72.430000,74.290001,71.860001,72.070000,47.563446,26026500
2011-09-29,73.120003,74.040001,72.669998,73.879997,48.757957,27713900
2011-09-30,72.760002,74.589996,72.629997,72.629997,47.933014,30917000
2011-10-03,72.050003,73.099998,71.150002,71.150002,46.956276,31004200
2011-10-04,70.250000,73.150002,69.209999,72.830002,48.065006,36500000
2011-10-05,72.669998,74.000000,72.209999,73.949997,48.804153,28239800
2011-10-06,73.300003,74.000000,72.629997,73.889999,48.764576,24869800
2011-10-07,74.470001,74.519997,73.029999,73.559998,48.546768,23573900
2011-10-10,74.730003,76.290001,74.650002,76.279999,50.341858,20465800
2011-10-11,75.779999,76.669998,75.709999,76.269997,50.335278,17862100
2011-10-12,76.739998,77.660004,76.309998,77.160004,50.922638,22239000
2011-10-13,76.220001,76.790001,75.839996,76.370003,50.401257,19540300
2011-10-14,77.099998,78.230003,77.070000,78.110001,51.549591,17870600
2011-10-17,77.870003,78.489998,77.120003,77.470001,51.127232,18836200
2011-10-18,77.570000,79.510002,77.019997,78.889999,52.064381,23878500
2011-10-19,78.570000,79.239998,77.919998,78.430000,51.760780,20910900
2011-10-20,78.320000,79.110001,77.830002,78.709999,51.945583,22227600
2011-10-21,79.589996,80.160004,79.180000,80.129997,52.882725,27855300
2011-10-24,79.919998,80.500000,79.550003,80.169998,52.909115,19861100
2011-10-25,79.830002,80.489998,79.050003,79.440002,52.427349,23433400
2011-10-26,80.160004,81.269997,79.279999,81.070000,53.503071,27170500
2011-10-27,81.910004,82.199997,80.690002,81.879997,54.037651,35489500
2011-10-28,80.989998,81.989998,80.440002,81.480003,53.773663,21753400
2011-10-31,80.589996,80.639999,78.000000,78.089996,51.536415,30616900
2011-11-01,75.820000,77.110001,75.449997,75.940002,50.117485,35835000
2011-11-02,77.370003,77.589996,76.500000,77.370003,51.061222,21761300
2011-11-03,78.190002,79.000000,77.440002,78.860001,52.044567,24480600
2011-11-04,78.070000,78.610001,77.379997,78.519997,51.820179,18192800
2011-11-07,78.820000,79.489998,78.120003,79.349998,52.367939,17998100
2011-11-08,79.250000,79.879997,78.629997,79.760002,52.952179,19023800
2011-11-09,77.900002,78.919998,77.029999,77.389999,51.378750,24130100
2011-11-10,78.529999,79.019997,77.639999,78.699997,52.248447,18668800
2011-11-11,79.629997,79.949997,79.339996,79.720001,52.925636,15134500
2011-11-14,79.529999,79.750000,78.389999,78.959999,52.421066,13589900
2011-11-15,78.860001,79.849998,78.500000,79.089996,52.507370,19475000
2011-11-16,78.239998,79.750000,78.059998,78.250000,51.949711,20376800
2011-11-17,78.120003,79.430000,77.099998,77.860001,51.690784,25964300
2011-11-18,78.220001,78.680000,77.110001,77.900002,51.717346,23104500
2011-11-21,76.529999,77.330002,76.059998,76.910004,51.060081,20204200
2011-11-22,76.379997,77.099998,75.879997,76.029999,50.475849,18925100
2011-11-23,75.029999,75.320000,74.529999,74.580002,49.513218,23331800
2011-11-25,74.510002,75.199997,73.900002,73.900002,49.061760,10254500
2011-11-28,75.839996,76.510002,75.330002,75.839996,50.349724,20148600
2011-11-29,76.410004,77.500000,76.139999,76.930000,51.073357,19768400
2011-11-30,78.419998,80.529999,78.370003,80.440002,53.403633,33953000
2011-12-01,80.199997,80.349998,79.370003,79.790001,52.972084,17261100
2011-12-02,80.669998,80.739998,79.650002,79.790001,52.972084,19461300
2011-12-05,80.879997,81.180000,79.800003,80.449997,53.410263,18295000
2011-12-06,80.629997,81.639999,80.290001,80.820000,53.655910,20122700
2011-12-07,80.610001,81.860001,80.349998,81.080002,53.828533,19643400
2011-12-08,80.750000,80.849998,79.550003,79.870003,53.025196,18443600
2011-12-09,80.629997,81.750000,80.339996,81.339996,54.001137,21842300
2011-12-12,80.730003,81.089996,79.209999,80.050003,53.144722,17846500
2011-12-13,80.610001,81.809998,80.139999,80.529999,53.463387,21873600
2011-12-14,79.589996,80.169998,78.660004,79.440002,52.739758,23934400
2011-12-15,79.930000,80.599998,79.779999,80.029999,53.131447,17954200
2011-12-16,80.739998,80.910004,79.879997,80.160004,53.217754,33465700
2011-12-19,80.239998,80.459999,79.379997,79.529999,52.799488,16048400
2011-12-20,80.660004,82.000000,80.610001,82.000000,54.439304,21163300
2011-12-21,82.019997,83.339996,82.000000,83.120003,55.182880,19160300
2011-12-22,83.559998,84.830002,83.300003,84.290001,55.959606,19841300
2011-12-23,84.279999,85.230003,84.209999,85.220001,56.577026,10243800
2011-12-27,84.970001,85.629997,84.949997,85.279999,56.616871,10147100
2011-12-28,85.150002,85.440002,84.010002,84.180000,55.886597,12767500
2011-12-29,84.089996,85.330002,84.089996,85.269997,56.610222,10865900
2011-12-30,85.160004,85.290001,84.570000,84.760002,56.271660,9768900
2012-01-03,85.970001,86.669998,85.900002,86.000000,57.094883,20906800
2012-01-04,85.790001,86.150002,85.099998,86.019997,57.108150,16130900
2012-01-05,85.639999,85.949997,84.919998,85.760002,56.935555,17452800
2012-01-06,85.919998,86.000000,85.110001,85.120003,56.510643,15942100
2012-01-09,85.000000,85.639999,84.970001,85.500000,56.762936,11664200
2012-01-10,86.070000,86.209999,85.379997,85.720001,56.909008,13080800
2012-01-11,85.099998,85.400002,84.470001,85.080002,56.484093,14831400
2012-01-12,84.389999,84.919998,83.940002,84.739998,56.258354,17357200
2012-01-13,84.160004,84.919998,83.820000,84.879997,56.351318,15551600
2012-01-17,85.750000,86.129997,85.400002,85.690002,56.889080,15627900
2012-01-18,85.300003,86.500000,84.959999,86.449997,57.393631,16754200
2012-01-19,86.339996,87.239998,85.769997,87.029999,57.778687,16383500
2012-01-20,87.080002,87.489998,86.720001,87.489998,58.084064,19220300
2012-01-23,87.500000,87.940002,87.029999,87.470001,58.070827,15348400
2012-01-24,87.080002,87.220001,86.660004,87.180000,57.878277,12363800
2012-01-25,86.769997,87.379997,85.809998,87.220001,57.904816,18202300
2012-01-26,87.639999,87.709999,86.510002,86.769997,57.606071,15658200
2012-01-27,86.239998,86.500000,85.769997,85.830002,56.982029,15976700
2012-01-30,85.269997,85.500000,84.589996,85.489998,56.756283,17867000
2012-01-31,84.919998,85.339996,83.459999,83.739998,55.594475,27225800
2012-02-01,84.230003,84.559998,83.379997,83.970001,55.747158,22266100
2012-02-02,84.279999,84.339996,83.190002,83.529999,55.455070,18020500
2012-02-03,84.239998,85.000000,84.050003,84.919998,56.377857,16145400
2012-02-06,84.870003,85.849998,84.489998,85.750000,56.928909,15000900
2012-02-07,85.220001,86.440002,84.940002,86.339996,57.320602,15818400
2012-02-08,85.830002,86.220001,84.730003,85.320000,56.953484,14762600
2012-02-09,85.330002,85.690002,84.669998,84.879997,56.659744,17073400
2012-02-10,84.019997,84.099998,83.349998,83.800003,55.938816,15328900
2012-02-13,84.339996,84.599998,83.889999,84.419998,56.352699,11473700
2012-02-14,84.419998,84.709999,83.849998,84.669998,56.519550,12961900
2012-02-15,84.860001,84.919998,83.910004,84.120003,56.152424,13911600
2012-02-16,84.449997,85.620003,84.080002,85.410004,57.013554,14769600
2012-02-17,86.070000,86.120003,84.919998,85.620003,57.153725,16597200
2012-02-21,86.040001,86.779999,86.040001,86.570000,57.787888,15481300
2012-02-22,86.839996,87.250000,86.650002,86.919998,58.021511,11983200
2012-02-23,86.580002,87.169998,86.470001,87.019997,58.088268,12404600
2012-02-24,87.370003,87.470001,87.010002,87.339996,58.301857,10767100
2012-02-27,87.150002,87.830002,86.779999,87.230003,58.228455,13323500
2012-02-28,87.230003,87.440002,86.550003,87.139999,58.168369,14317600
2012-02-29,87.449997,87.489998,86.209999,86.500000,57.741138,18293200
2012-03-01,86.470001,87.180000,86.410004,86.830002,57.961414,12638500
2012-03-02,86.660004,86.750000,85.849998,86.330002,57.627670,11343400
2012-03-05,86.169998,87.089996,85.910004,87.010002,58.081570,12803100
2012-03-06,86.239998,86.480003,85.419998,85.860001,57.313919,16507900
2012-03-07,86.010002,86.120003,85.190002,85.830002,57.293873,14767700
2012-03-08,85.000000,85.470001,84.629997,84.830002,56.626377,19032000
2012-03-09,85.059998,85.129997,84.050003,84.300003,56.272583,17042500
2012-03-12,84.500000,85.750000,84.129997,85.550003,57.107010,19014000
2012-03-13,85.889999,86.930000,85.610001,86.860001,57.981445,16853300
2012-03-14,86.589996,86.830002,85.739998,86.019997,57.420731,16187300
2012-03-15,85.889999,86.199997,85.250000,86.089996,57.467453,14523600
2012-03-16,86.199997,86.889999,85.919998,86.440002,57.701099,30991300
2012-03-19,86.080002,87.180000,86.029999,86.989998,58.068241,10770400
2012-03-20,86.459999,87.099998,86.320000,86.599998,57.807907,13613800
2012-03-21,86.589996,86.589996,85.769997,86.010002,57.414059,14212400
2012-03-22,85.480003,85.940002,85.099998,85.330002,56.960140,13884400
2012-03-23,85.360001,85.980003,85.019997,85.550003,57.107010,12557700
2012-03-26,86.180000,87.250000,86.070000,87.029999,58.094936,17336800
2012-03-27,87.139999,87.250000,86.540001,86.620003,57.821247,12509200
2012-03-28,86.360001,86.480003,85.139999,85.860001,57.313919,16155300
2012-03-29,85.320000,86.129997,84.910004,86.080002,57.460800,13199700
2012-03-30,86.480003,86.760002,86.089996,86.730003,57.894676,12968300
2012-04-02,86.599998,87.669998,86.309998,87.070000,58.121647,13853300
2012-04-03,86.750000,86.779999,85.000000,85.830002,57.293873,17714900
2012-04-04,85.300003,85.360001,84.489998,84.980003,56.726501,17112800
2012-04-05,84.559998,85.379997,84.349998,84.820000,56.619694,11954700
2012-04-09,83.980003,84.360001,83.680000,83.879997,55.992210,11027000
2012-04-10,83.750000,83.750000,81.879997,82.169998,54.850746,19993700
2012-04-11,83.110001,83.349998,82.150002,82.699997,55.204533,15856200
2012-04-12,82.650002,83.730003,82.360001,83.599998,55.805317,15266200
2012-04-13,82.970001,83.690002,82.860001,82.949997,55.371422,13856500
2012-04-16,83.239998,84.389999,83.129997,84.010002,56.078987,17526100
2012-04-17,84.650002,85.599998,84.570000,85.449997,57.040253,14208000
2012-04-18,85.059998,86.050003,85.019997,85.750000,57.240494,12997500
2012-04-19,85.510002,85.919998,84.980003,85.279999,56.926746,15973800
2012-04-20,85.550003,85.919998,85.029999,85.300003,56.940105,17216600
2012-04-23,84.529999,85.930000,84.389999,85.690002,57.200432,15197200
2012-04-24,85.639999,86.389999,85.639999,86.309998,57.614323,11632500
2012-04-25,86.650002,87.180000,85.720001,86.849998,57.974792,18476800
2012-04-26,85.279999,86.199997,85.150002,86.070000,57.454113,17262400
2012-04-27,86.500000,86.690002,85.959999,86.080002,57.460800,11372900
2012-04-30,85.959999,86.800003,85.870003,86.339996,57.634335,11735400
2012-05-01,86.459999,87.519997,86.129997,87.040001,58.101608,13816900
2012-05-02,86.559998,86.650002,85.830002,86.199997,57.540886,11108700
2012-05-03,86.360001,86.389999,85.309998,85.650002,57.173756,9998600
2012-05-04,85.110001,85.309998,84.400002,84.570000,56.452827,15055500
2012-05-07,84.290001,84.790001,84.099998,84.480003,56.392746,12018100
2012-05-08,83.750000,84.260002,82.919998,84.019997,56.085682,19602400
2012-05-09,83.040001,84.070000,82.879997,83.309998,55.611736,17424000
2012-05-10,83.370003,83.589996,82.550003,82.839996,55.678921,13234600
2012-05-11,82.690002,83.790001,82.540001,83.099998,55.853695,12061700
2012-05-14,82.269997,82.459999,81.959999,82.120003,55.195011,12675900
2012-05-15,82.000000,82.730003,81.529999,81.790001,54.973213,15757400
2012-05-16,81.959999,83.150002,81.790001,82.169998,55.228619,15034500
2012-05-17,82.150002,82.610001,81.680000,81.910004,55.053883,17698200
2012-05-18,82.370003,82.720001,81.029999,81.470001,54.758133,21747200
2012-05-21,81.419998,82.129997,81.070000,82.040001,55.141247,13730400
2012-05-22,82.139999,82.839996,81.519997,81.949997,55.080761,13790000
2012-05-23,81.790001,82.080002,79.959999,82.040001,55.141247,17582200
2012-05-24,82.290001,82.779999,81.709999,82.610001,55.524338,14113600
2012-05-25,82.860001,82.959999,81.680000,82.080002,55.168129,12756500
2012-05-29,82.639999,82.639999,81.320000,81.930000,55.067303,15931100
2012-05-30,81.080002,81.379997,79.589996,79.790001,53.628944,19593100
2012-05-31,79.879997,80.139999,78.410004,78.629997,52.849300,38954600
2012-06-01,77.870003,78.559998,77.470001,77.919998,52.372093,22870900
2012-06-04,78.089996,78.250000,77.199997,77.830002,52.311596,17711200
2012-06-05,77.589996,78.290001,77.129997,77.599998,52.157013,17715600
2012-06-06,78.370003,80.239998,78.080002,80.180000,53.891083,23880900
2012-06-07,80.980003,81.230003,80.349998,80.690002,54.233871,18409400
2012-06-08,80.080002,80.919998,79.459999,80.839996,54.334702,18150000
2012-06-11,81.620003,81.849998,80.169998,80.269997,53.951569,18031800
2012-06-12,80.739998,81.510002,80.620003,81.260002,54.616985,14162100
